timestamp (UTC),history (kW),forecast(kW),clear sky(kW)
2018-10-05T22:10:00.000Z,1.165,1.162,1.21
2018-10-05T22:15:00.000Z,1.126,1.129,1.176
2018-10-05T22:20:00.000Z,1.09,1.095,1.14
2018-10-05T22:25:00.000Z,1.034,1.06,1.104
2018-10-05T22:30:00.000Z,1.02,1.024,1.067
2018-10-05T22:35:00.000Z,0.976,0.986,1.029
2018-10-05T22:40:00.000Z,0.94,0.949,0.991
2018-10-05T22:45:00.000Z,0.898,0.911,0.952
2018-10-05T22:50:00.000Z,0.858,0.872,0.913
2018-10-05T22:55:00.000Z,0.809,0.832,0.873
2018-10-05T23:00:00.000Z,0.755,0.792,0.832
2018-10-05T23:05:00.000Z,0.712,0.75,0.791
2018-10-05T23:10:00.000Z,0.673,0.707,0.749
2018-10-05T23:15:00.000Z,0.644,0.664,0.707
2018-10-05T23:20:00.000Z,0.597,0.62,0.664
2018-10-05T23:25:00.000Z,0.557,0.577,0.621
2018-10-05T23:30:00.000Z,0.513,0.533,0.577
2018-10-05T23:35:00.000Z,0.47,0.491,0.533
2018-10-05T23:40:00.000Z,0.425,0.447,0.49
2018-10-05T23:45:00.000Z,0.377,0.404,0.445
2018-10-05T23:50:00.000Z,0.331,0.359,0.398
2018-10-05T23:55:00.000Z,0.287,0.313,0.35
2018-10-06T00:00:00.000Z,0.243,0.266,0.302
2018-10-06T00:05:00.000Z,0.203,0.221,0.253
2018-10-06T00:10:00.000Z,0.159,0.175,0.203
2018-10-06T00:15:00.000Z,0.117,0.131,0.152
2018-10-06T00:20:00.000Z,0.051,0.086,0.101
2018-10-06T00:25:00.000Z,,0.044,0.052
2018-10-06T00:30:00.000Z,,0.016,0.019
2018-10-06T00:35:00.000Z,,0.004,0.005
2018-10-06T00:40:00.000Z,,0.0,0.0
2018-10-06T00:45:00.000Z,,0.0,0.0
2018-10-06T00:50:00.000Z,,0.0,0.0
2018-10-06T00:55:00.000Z,,0.0,0.0
2018-10-06T01:00:00.000Z,,0.0,0.0
2018-10-06T01:05:00.000Z,,0.0,0.0
2018-10-06T01:10:00.000Z,,0.0,0.0
2018-10-06T01:15:00.000Z,,0.0,0.0
2018-10-06T01:20:00.000Z,,0.0,0.0
2018-10-06T01:25:00.000Z,,0.0,0.0
2018-10-06T01:30:00.000Z,,0.0,0.0
2018-10-06T01:35:00.000Z,,0.0,0.0
2018-10-06T01:40:00.000Z,,0.0,0.0
2018-10-06T01:45:00.000Z,,0.0,0.0
2018-10-06T01:50:00.000Z,,0.0,0.0
2018-10-06T01:55:00.000Z,,0.0,0.0
2018-10-06T02:00:00.000Z,,0.0,0.0
2018-10-06T02:05:00.000Z,,,0.0
2018-10-06T02:10:00.000Z,,,0.0
2018-10-06T02:15:00.000Z,,,0.0
2018-10-06T02:20:00.000Z,,,0.0
2018-10-06T02:25:00.000Z,,,0.0
2018-10-06T02:30:00.000Z,,,0.0
2018-10-06T02:35:00.000Z,,,0.0
2018-10-06T02:40:00.000Z,,,0.0
2018-10-06T02:45:00.000Z,,,0.0
2018-10-06T02:50:00.000Z,,,0.0
2018-10-06T02:55:00.000Z,,,0.0
2018-10-06T03:00:00.000Z,,,0.0
2018-10-06T03:05:00.000Z,,,0.0
2018-10-06T03:10:00.000Z,,,0.0
2018-10-06T03:15:00.000Z,,,0.0
2018-10-06T03:20:00.000Z,,,0.0
2018-10-06T03:25:00.000Z,,,0.0
2018-10-06T03:30:00.000Z,,,0.0
2018-10-06T03:35:00.000Z,,,0.0
2018-10-06T03:40:00.000Z,,,0.0
2018-10-06T03:45:00.000Z,,,0.0
2018-10-06T03:50:00.000Z,,,0.0
2018-10-06T03:55:00.000Z,,,0.0
2018-10-06T04:00:00.000Z,,,0.0
2018-10-06T04:05:00.000Z,,,0.0
2018-10-06T04:10:00.000Z,,,0.0
2018-10-06T04:15:00.000Z,,,0.0
2018-10-06T04:20:00.000Z,,,0.0
2018-10-06T04:25:00.000Z,,,0.0
2018-10-06T04:30:00.000Z,,,0.0
2018-10-06T04:35:00.000Z,,,0.0
2018-10-06T04:40:00.000Z,,,0.0
2018-10-06T04:45:00.000Z,,,0.0
2018-10-06T04:50:00.000Z,,,0.0
2018-10-06T04:55:00.000Z,,,0.0
2018-10-06T05:00:00.000Z,,,0.0
2018-10-06T05:05:00.000Z,,,0.0
2018-10-06T05:10:00.000Z,,,0.0
2018-10-06T05:15:00.000Z,,,0.0
2018-10-06T05:20:00.000Z,,,0.0
2018-10-06T05:25:00.000Z,,,0.0
2018-10-06T05:30:00.000Z,,,0.0
2018-10-06T05:35:00.000Z,,,0.0
2018-10-06T05:40:00.000Z,,,0.0
2018-10-06T05:45:00.000Z,,,0.0
2018-10-06T05:50:00.000Z,,,0.0
2018-10-06T05:55:00.000Z,,,0.0
2018-10-06T06:00:00.000Z,,,0.0
2018-10-06T06:05:00.000Z,,,0.0
2018-10-06T06:10:00.000Z,,,0.0
2018-10-06T06:15:00.000Z,,,0.0
2018-10-06T06:20:00.000Z,,,0.0
2018-10-06T06:25:00.000Z,,,0.0
2018-10-06T06:30:00.000Z,,,0.0
2018-10-06T06:35:00.000Z,,,0.0
2018-10-06T06:40:00.000Z,,,0.0
2018-10-06T06:45:00.000Z,,,0.0
2018-10-06T06:50:00.000Z,,,0.0
2018-10-06T06:55:00.000Z,,,0.0
2018-10-06T07:00:00.000Z,,,0.0
2018-10-06T07:05:00.000Z,,,0.0
2018-10-06T07:10:00.000Z,,,0.0
2018-10-06T07:15:00.000Z,,,0.0
2018-10-06T07:20:00.000Z,,,0.0
2018-10-06T07:25:00.000Z,,,0.0
2018-10-06T07:30:00.000Z,,,0.0
2018-10-06T07:35:00.000Z,,,0.0
2018-10-06T07:40:00.000Z,,,0.0
2018-10-06T07:45:00.000Z,,,0.0
2018-10-06T07:50:00.000Z,,,0.0
2018-10-06T07:55:00.000Z,,,0.0
2018-10-06T08:00:00.000Z,,,0.0
2018-10-06T08:05:00.000Z,,,0.0
2018-10-06T08:10:00.000Z,,,0.0
2018-10-06T08:15:00.000Z,,,0.0
2018-10-06T08:20:00.000Z,,,0.0
2018-10-06T08:25:00.000Z,,,0.0
2018-10-06T08:30:00.000Z,,,0.0
2018-10-06T08:35:00.000Z,,,0.0
2018-10-06T08:40:00.000Z,,,0.0
2018-10-06T08:45:00.000Z,,,0.0
2018-10-06T08:50:00.000Z,,,0.0
2018-10-06T08:55:00.000Z,,,0.0
2018-10-06T09:00:00.000Z,,,0.0
2018-10-06T09:05:00.000Z,,,0.0
2018-10-06T09:10:00.000Z,,,0.0
2018-10-06T09:15:00.000Z,,,0.0
2018-10-06T09:20:00.000Z,,,0.0
2018-10-06T09:25:00.000Z,,,0.0
2018-10-06T09:30:00.000Z,,,0.0
2018-10-06T09:35:00.000Z,,,0.0
2018-10-06T09:40:00.000Z,,,0.0
2018-10-06T09:45:00.000Z,,,0.0
2018-10-06T09:50:00.000Z,,,0.0
2018-10-06T09:55:00.000Z,,,0.0
2018-10-06T10:00:00.000Z,,,0.0
2018-10-06T10:05:00.000Z,,,0.0
2018-10-06T10:10:00.000Z,,,0.0
2018-10-06T10:15:00.000Z,,,0.0
2018-10-06T10:20:00.000Z,,,0.0
2018-10-06T10:25:00.000Z,,,0.0
2018-10-06T10:30:00.000Z,,,0.0
2018-10-06T10:35:00.000Z,,,0.0
2018-10-06T10:40:00.000Z,,,0.0
2018-10-06T10:45:00.000Z,,,0.0
2018-10-06T10:50:00.000Z,,,0.0
2018-10-06T10:55:00.000Z,,,0.0
2018-10-06T11:00:00.000Z,,,0.0
2018-10-06T11:05:00.000Z,,,0.0
2018-10-06T11:10:00.000Z,,,0.0
2018-10-06T11:15:00.000Z,,,0.0
2018-10-06T11:20:00.000Z,,,0.0
2018-10-06T11:25:00.000Z,,,0.0
2018-10-06T11:30:00.000Z,,,0.0
2018-10-06T11:35:00.000Z,,,0.0
2018-10-06T11:40:00.000Z,,,0.0
2018-10-06T11:45:00.000Z,,,0.0
2018-10-06T11:50:00.000Z,,,0.0
2018-10-06T11:55:00.000Z,,,0.0
2018-10-06T12:00:00.000Z,,,0.0
2018-10-06T12:05:00.000Z,,,0.0
2018-10-06T12:10:00.000Z,,,0.0
2018-10-06T12:15:00.000Z,,,0.0
2018-10-06T12:20:00.000Z,,,0.0
2018-10-06T12:25:00.000Z,,,0.0
2018-10-06T12:30:00.000Z,,,0.0
2018-10-06T12:35:00.000Z,,,0.0
2018-10-06T12:40:00.000Z,,,0.0
2018-10-06T12:45:00.000Z,,,0.0
2018-10-06T12:50:00.000Z,,,0.0
2018-10-06T12:55:00.000Z,,,0.0
2018-10-06T13:00:00.000Z,,,0.0
2018-10-06T13:05:00.000Z,,,0.0
2018-10-06T13:10:00.000Z,,,0.0
2018-10-06T13:15:00.000Z,,,0.006
2018-10-06T13:20:00.000Z,,,0.022
2018-10-06T13:25:00.000Z,0.026,,0.059
2018-10-06T13:30:00.000Z,0.053,,0.11
2018-10-06T13:35:00.000Z,0.093,0.069,0.161
2018-10-06T13:40:00.000Z,0.134,0.105,0.212
2018-10-06T13:45:00.000Z,0.175,0.14,0.262
2018-10-06T13:50:00.000Z,0.217,0.176,0.311
2018-10-06T13:55:00.000Z,0.262,0.213,0.36
2018-10-06T14:00:00.000Z,0.309,0.25,0.407
2018-10-06T14:05:00.000Z,0.357,0.288,0.455
2018-10-06T14:10:00.000Z,0.405,0.325,0.499
2018-10-06T14:15:00.000Z,0.453,0.363,0.542
2018-10-06T14:20:00.000Z,0.501,0.402,0.586
2018-10-06T14:25:00.000Z,0.547,0.441,0.63
2018-10-06T14:30:00.000Z,0.597,0.48,0.673
2018-10-06T14:35:00.000Z,0.643,0.532,0.716
2018-10-06T14:40:00.000Z,0.692,0.585,0.758
2018-10-06T14:45:00.000Z,0.74,0.638,0.8
2018-10-06T14:50:00.000Z,0.785,0.689,0.841
2018-10-06T14:55:00.000Z,0.831,0.741,0.881
2018-10-06T15:00:00.000Z,0.874,0.791,0.921
2018-10-06T15:05:00.000Z,0.919,0.841,0.96
2018-10-06T15:10:00.000Z,0.96,0.89,0.999
2018-10-06T15:15:00.000Z,1.002,0.938,1.037
2018-10-06T15:20:00.000Z,1.045,0.985,1.074
2018-10-06T15:25:00.000Z,1.083,1.03,1.111
2018-10-06T15:30:00.000Z,1.122,1.074,1.147
2018-10-06T15:35:00.000Z,1.161,1.117,1.183
2018-10-06T15:40:00.000Z,1.197,1.158,1.218
2018-10-06T15:45:00.000Z,1.223,1.199,1.252
2018-10-06T15:50:00.000Z,1.266,1.238,1.285
2018-10-06T15:55:00.000Z,1.299,1.274,1.317
2018-10-06T16:00:00.000Z,1.327,1.31,1.349
2018-10-06T16:05:00.000Z,1.335,1.345,1.38
2018-10-06T16:10:00.000Z,1.389,1.378,1.41
2018-10-06T16:15:00.000Z,1.392,1.408,1.44
2018-10-06T16:20:00.000Z,1.44,1.438,1.468
2018-10-06T16:25:00.000Z,1.459,1.465,1.496
2018-10-06T16:30:00.000Z,1.48,1.492,1.523
2018-10-06T16:35:00.000Z,1.501,1.517,1.549
2018-10-06T16:40:00.000Z,1.525,1.54,1.574
2018-10-06T16:45:00.000Z,1.546,1.563,1.599
2018-10-06T16:50:00.000Z,1.566,1.583,1.622
2018-10-06T16:55:00.000Z,1.586,1.604,1.645
2018-10-06T17:00:00.000Z,1.607,1.622,1.667
2018-10-06T17:05:00.000Z,1.625,1.639,1.688
2018-10-06T17:10:00.000Z,1.644,1.656,1.708
2018-10-06T17:15:00.000Z,1.62,1.674,1.727
2018-10-06T17:20:00.000Z,1.676,1.688,1.745
2018-10-06T17:25:00.000Z,1.687,1.7,1.762
2018-10-06T17:30:00.000Z,1.703,1.714,1.779
2018-10-06T17:35:00.000Z,1.714,1.726,1.794
2018-10-06T17:40:00.000Z,1.723,1.738,1.809
2018-10-06T17:45:00.000Z,1.731,1.749,1.822
2018-10-06T17:50:00.000Z,1.741,1.758,1.835
2018-10-06T17:55:00.000Z,1.732,1.767,1.847
2018-10-06T18:00:00.000Z,1.769,1.775,1.857
2018-10-06T18:05:00.000Z,1.781,1.78,1.867
2018-10-06T18:10:00.000Z,1.793,1.787,1.876
2018-10-06T18:15:00.000Z,1.804,1.793,1.884
2018-10-06T18:20:00.000Z,1.815,1.799,1.891
2018-10-06T18:25:00.000Z,1.82,1.808,1.897
2018-10-06T18:30:00.000Z,1.82,1.813,1.902
2018-10-06T18:35:00.000Z,1.827,1.817,1.906
2018-10-06T18:40:00.000Z,1.831,1.82,1.909
2018-10-06T18:45:00.000Z,1.829,1.823,1.912
2018-10-06T18:50:00.000Z,1.834,1.826,1.913
2018-10-06T18:55:00.000Z,1.82,1.827,1.913
2018-10-06T19:00:00.000Z,1.829,1.827,1.913
2018-10-06T19:05:00.000Z,1.843,1.828,1.911
2018-10-06T19:10:00.000Z,1.841,1.827,1.908
2018-10-06T19:15:00.000Z,1.842,1.826,1.905
2018-10-06T19:20:00.000Z,1.841,1.822,1.9
2018-10-06T19:25:00.000Z,1.839,1.819,1.895
2018-10-06T19:30:00.000Z,1.836,1.814,1.889
2018-10-06T19:35:00.000Z,1.822,1.809,1.881
2018-10-06T19:40:00.000Z,1.811,1.803,1.873
2018-10-06T19:45:00.000Z,1.792,1.796,1.864
2018-10-06T19:50:00.000Z,1.788,1.788,1.854
2018-10-06T19:55:00.000Z,1.764,1.777,1.843
2018-10-06T20:00:00.000Z,1.784,1.767,1.831
2018-10-06T20:05:00.000Z,1.776,1.756,1.818
2018-10-06T20:10:00.000Z,1.757,1.745,1.804
2018-10-06T20:15:00.000Z,1.74,1.732,1.789
2018-10-06T20:20:00.000Z,1.733,1.718,1.773
2018-10-06T20:25:00.000Z,1.72,1.703,1.757
2018-10-06T20:30:00.000Z,1.705,1.687,1.739
2018-10-06T20:35:00.000Z,1.687,1.67,1.721
2018-10-06T20:40:00.000Z,1.669,1.653,1.701
2018-10-06T20:45:00.000Z,1.652,1.635,1.681
2018-10-06T20:50:00.000Z,1.626,1.616,1.66
2018-10-06T20:55:00.000Z,1.594,1.598,1.638
2018-10-06T21:00:00.000Z,1.578,1.577,1.615
2018-10-06T21:05:00.000Z,1.558,1.556,1.591
2018-10-06T21:10:00.000Z,1.535,1.531,1.566
2018-10-06T21:15:00.000Z,1.505,1.507,1.54
2018-10-06T21:20:00.000Z,1.477,1.482,1.514
2018-10-06T21:25:00.000Z,1.452,1.456,1.487
2018-10-06T21:30:00.000Z,1.42,1.428,1.459
2018-10-06T21:35:00.000Z,1.373,1.399,1.43
2018-10-06T21:40:00.000Z,1.373,1.369,1.4
2018-10-06T21:45:00.000Z,1.334,1.337,1.37
2018-10-06T21:50:00.000Z,1.304,1.306,1.338
2018-10-06T21:55:00.000Z,1.272,1.274,1.306
2018-10-06T22:00:00.000Z,1.241,1.242,1.274
2018-10-06T22:05:00.000Z,1.206,1.209,1.24
2018-10-06T22:10:00.000Z,1.175,1.175,1.206
2018-10-06T22:15:00.000Z,1.144,1.14,1.171
2018-10-06T22:20:00.000Z,1.103,1.105,1.135
2018-10-06T22:25:00.000Z,1.068,1.07,1.099
2018-10-06T22:30:00.000Z,1.025,1.033,1.062
2018-10-06T22:35:00.000Z,0.965,0.996,1.024
2018-10-06T22:40:00.000Z,0.911,0.957,0.986
2018-10-06T22:45:00.000Z,0.754,0.918,0.947
2018-10-06T22:50:00.000Z,0.855,0.87,0.907
2018-10-06T22:55:00.000Z,0.677,0.824,0.867
2018-10-06T23:00:00.000Z,0.725,0.776,0.827
2018-10-06T23:05:00.000Z,0.776,0.729,0.785
2018-10-06T23:10:00.000Z,0.705,0.688,0.743
2018-10-06T23:15:00.000Z,0.578,0.649,0.701
2018-10-06T23:20:00.000Z,0.557,0.602,0.658
2018-10-06T23:25:00.000Z,0.56,0.555,0.615
2018-10-06T23:30:00.000Z,0.495,0.513,0.571
2018-10-06T23:35:00.000Z,0.353,0.471,0.527
2018-10-06T23:40:00.000Z,0.127,0.423,0.483
2018-10-06T23:45:00.000Z,0.042,0.366,0.438
2018-10-06T23:50:00.000Z,0.038,0.305,0.39
2018-10-06T23:55:00.000Z,0.165,0.245,0.342
2018-10-07T00:00:00.000Z,0.204,0.194,0.293
2018-10-07T00:05:00.000Z,0.079,0.158,0.243
2018-10-07T00:10:00.000Z,0.144,0.118,0.192
2018-10-07T00:15:00.000Z,0.129,0.081,0.141
2018-10-07T00:20:00.000Z,0.031,0.052,0.089
2018-10-07T00:25:00.000Z,,0.019,0.034
2018-10-07T00:30:00.000Z,,0.008,0.014
2018-10-07T00:35:00.000Z,,0.001,0.002
2018-10-07T00:40:00.000Z,,0.0,0.0
2018-10-07T00:45:00.000Z,,0.0,0.0
2018-10-07T00:50:00.000Z,,0.0,0.0
2018-10-07T00:55:00.000Z,,0.0,0.0
2018-10-07T01:00:00.000Z,,0.0,0.0
2018-10-07T01:05:00.000Z,,0.0,0.0
2018-10-07T01:10:00.000Z,,0.0,0.0
2018-10-07T01:15:00.000Z,,0.0,0.0
2018-10-07T01:20:00.000Z,,0.0,0.0
2018-10-07T01:25:00.000Z,,0.0,0.0
2018-10-07T01:30:00.000Z,,0.0,0.0
2018-10-07T01:35:00.000Z,,0.0,0.0
2018-10-07T01:40:00.000Z,,0.0,0.0
2018-10-07T01:45:00.000Z,,0.0,0.0
2018-10-07T01:50:00.000Z,,0.0,0.0
2018-10-07T01:55:00.000Z,,0.0,0.0
2018-10-07T02:00:00.000Z,,0.0,0.0
2018-10-07T02:05:00.000Z,,,0.0
2018-10-07T02:10:00.000Z,,,0.0
2018-10-07T02:15:00.000Z,,,0.0
2018-10-07T02:20:00.000Z,,,0.0
2018-10-07T02:25:00.000Z,,,0.0
2018-10-07T02:30:00.000Z,,,0.0
2018-10-07T02:35:00.000Z,,,0.0
2018-10-07T02:40:00.000Z,,,0.0
2018-10-07T02:45:00.000Z,,,0.0
2018-10-07T02:50:00.000Z,,,0.0
2018-10-07T02:55:00.000Z,,,0.0
2018-10-07T03:00:00.000Z,,,0.0
2018-10-07T03:05:00.000Z,,,0.0
2018-10-07T03:10:00.000Z,,,0.0
2018-10-07T03:15:00.000Z,,,0.0
2018-10-07T03:20:00.000Z,,,0.0
2018-10-07T03:25:00.000Z,,,0.0
2018-10-07T03:30:00.000Z,,,0.0
2018-10-07T03:35:00.000Z,,,0.0
2018-10-07T03:40:00.000Z,,,0.0
2018-10-07T03:45:00.000Z,,,0.0
2018-10-07T03:50:00.000Z,,,0.0
2018-10-07T03:55:00.000Z,,,0.0
2018-10-07T04:00:00.000Z,,,0.0
2018-10-07T04:05:00.000Z,,,0.0
2018-10-07T04:10:00.000Z,,,0.0
2018-10-07T04:15:00.000Z,,,0.0
2018-10-07T04:20:00.000Z,,,0.0
2018-10-07T04:25:00.000Z,,,0.0
2018-10-07T04:30:00.000Z,,,0.0
2018-10-07T04:35:00.000Z,,,0.0
2018-10-07T04:40:00.000Z,,,0.0
2018-10-07T04:45:00.000Z,,,0.0
2018-10-07T04:50:00.000Z,,,0.0
2018-10-07T04:55:00.000Z,,,0.0
2018-10-07T05:00:00.000Z,,,0.0
2018-10-07T05:05:00.000Z,,,0.0
2018-10-07T05:10:00.000Z,,,0.0
2018-10-07T05:15:00.000Z,,,0.0
2018-10-07T05:20:00.000Z,,,0.0
2018-10-07T05:25:00.000Z,,,0.0
2018-10-07T05:30:00.000Z,,,0.0
2018-10-07T05:35:00.000Z,,,0.0
2018-10-07T05:40:00.000Z,,,0.0
2018-10-07T05:45:00.000Z,,,0.0
2018-10-07T05:50:00.000Z,,,0.0
2018-10-07T05:55:00.000Z,,,0.0
2018-10-07T06:00:00.000Z,,,0.0
2018-10-07T06:05:00.000Z,,,0.0
2018-10-07T06:10:00.000Z,,,0.0
2018-10-07T06:15:00.000Z,,,0.0
2018-10-07T06:20:00.000Z,,,0.0
2018-10-07T06:25:00.000Z,,,0.0
2018-10-07T06:30:00.000Z,,,0.0
2018-10-07T06:35:00.000Z,,,0.0
2018-10-07T06:40:00.000Z,,,0.0
2018-10-07T06:45:00.000Z,,,0.0
2018-10-07T06:50:00.000Z,,,0.0
2018-10-07T06:55:00.000Z,,,0.0
2018-10-07T07:00:00.000Z,,,0.0
2018-10-07T07:05:00.000Z,,,0.0
2018-10-07T07:10:00.000Z,,,0.0
2018-10-07T07:15:00.000Z,,,0.0
2018-10-07T07:20:00.000Z,,,0.0
2018-10-07T07:25:00.000Z,,,0.0
2018-10-07T07:30:00.000Z,,,0.0
2018-10-07T07:35:00.000Z,,,0.0
2018-10-07T07:40:00.000Z,,,0.0
2018-10-07T07:45:00.000Z,,,0.0
2018-10-07T07:50:00.000Z,,,0.0
2018-10-07T07:55:00.000Z,,,0.0
2018-10-07T08:00:00.000Z,,,0.0
2018-10-07T08:05:00.000Z,,,0.0
2018-10-07T08:10:00.000Z,,,0.0
2018-10-07T08:15:00.000Z,,,0.0
2018-10-07T08:20:00.000Z,,,0.0
2018-10-07T08:25:00.000Z,,,0.0
2018-10-07T08:30:00.000Z,,,0.0
2018-10-07T08:35:00.000Z,,,0.0
2018-10-07T08:40:00.000Z,,,0.0
2018-10-07T08:45:00.000Z,,,0.0
2018-10-07T08:50:00.000Z,,,0.0
2018-10-07T08:55:00.000Z,,,0.0
2018-10-07T09:00:00.000Z,,,0.0
2018-10-07T09:05:00.000Z,,,0.0
2018-10-07T09:10:00.000Z,,,0.0
2018-10-07T09:15:00.000Z,,,0.0
2018-10-07T09:20:00.000Z,,,0.0
2018-10-07T09:25:00.000Z,,,0.0
2018-10-07T09:30:00.000Z,,,0.0
2018-10-07T09:35:00.000Z,,,0.0
2018-10-07T09:40:00.000Z,,,0.0
2018-10-07T09:45:00.000Z,,,0.0
2018-10-07T09:50:00.000Z,,,0.0
2018-10-07T09:55:00.000Z,,,0.0
2018-10-07T10:00:00.000Z,,,0.0
2018-10-07T10:05:00.000Z,,,0.0
2018-10-07T10:10:00.000Z,,,0.0
2018-10-07T10:15:00.000Z,,,0.0
2018-10-07T10:20:00.000Z,,,0.0
2018-10-07T10:25:00.000Z,,,0.0
2018-10-07T10:30:00.000Z,,,0.0
2018-10-07T10:35:00.000Z,,,0.0
2018-10-07T10:40:00.000Z,,,0.0
2018-10-07T10:45:00.000Z,,,0.0
2018-10-07T10:50:00.000Z,,,0.0
2018-10-07T10:55:00.000Z,,,0.0
2018-10-07T11:00:00.000Z,,,0.0
2018-10-07T11:05:00.000Z,,,0.0
2018-10-07T11:10:00.000Z,,,0.0
2018-10-07T11:15:00.000Z,,,0.0
2018-10-07T11:20:00.000Z,,,0.0
2018-10-07T11:25:00.000Z,,,0.0
2018-10-07T11:30:00.000Z,,,0.0
2018-10-07T11:35:00.000Z,,,0.0
2018-10-07T11:40:00.000Z,,,0.0
2018-10-07T11:45:00.000Z,,,0.0
2018-10-07T11:50:00.000Z,,,0.0
2018-10-07T11:55:00.000Z,,,0.0
2018-10-07T12:00:00.000Z,,,0.0
2018-10-07T12:05:00.000Z,,,0.0
2018-10-07T12:10:00.000Z,,,0.0
2018-10-07T12:15:00.000Z,,,0.0
2018-10-07T12:20:00.000Z,,,0.0
2018-10-07T12:25:00.000Z,,,0.0
2018-10-07T12:30:00.000Z,,,0.0
2018-10-07T12:35:00.000Z,,,0.0
2018-10-07T12:40:00.000Z,,,0.0
2018-10-07T12:45:00.000Z,,,0.0
2018-10-07T12:50:00.000Z,,,0.0
2018-10-07T12:55:00.000Z,,,0.0
2018-10-07T13:00:00.000Z,,,0.0
2018-10-07T13:05:00.000Z,,,0.0
2018-10-07T13:10:00.000Z,,,0.0
2018-10-07T13:15:00.000Z,,,0.004
2018-10-07T13:20:00.000Z,,,0.019
2018-10-07T13:25:00.000Z,0.027,,0.052
2018-10-07T13:30:00.000Z,0.045,,0.103
2018-10-07T13:35:00.000Z,0.089,,0.155
2018-10-07T13:40:00.000Z,0.088,0.089,0.207
2018-10-07T13:45:00.000Z,0.083,0.128,0.258
2018-10-07T13:50:00.000Z,0.107,0.138,0.308
2018-10-07T13:55:00.000Z,0.127,0.152,0.357
2018-10-07T14:00:00.000Z,0.155,0.168,0.405
2018-10-07T14:05:00.000Z,0.186,0.184,0.453
2018-10-07T14:10:00.000Z,0.196,0.202,0.497
2018-10-07T14:15:00.000Z,0.186,0.22,0.541
2018-10-07T14:20:00.000Z,0.263,0.236,0.585
2018-10-07T14:25:00.000Z,0.463,0.25,0.629
2018-10-07T14:30:00.000Z,0.301,0.272,0.672
2018-10-07T14:35:00.000Z,0.557,0.314,0.715
2018-10-07T14:40:00.000Z,0.76,0.333,0.757
2018-10-07T14:45:00.000Z,0.767,0.373,0.799
2018-10-07T14:50:00.000Z,0.909,0.438,0.84
2018-10-07T14:55:00.000Z,0.975,0.511,0.88
2018-10-07T15:00:00.000Z,0.944,0.59,0.92
2018-10-07T15:05:00.000Z,0.801,0.676,0.96
2018-10-07T15:10:00.000Z,1.069,0.746,0.998
2018-10-07T15:15:00.000Z,1.246,0.819,1.036
2018-10-07T15:20:00.000Z,1.36,0.916,1.074
2018-10-07T15:25:00.000Z,1.204,1.032,1.111
2018-10-07T15:30:00.000Z,0.682,1.134,1.147
2018-10-07T15:35:00.000Z,1.049,1.167,1.182
2018-10-07T15:40:00.000Z,0.858,1.22,1.217
2018-10-07T15:45:00.000Z,0.749,1.252,1.251
2018-10-07T15:50:00.000Z,0.527,1.243,1.284
2018-10-07T15:55:00.000Z,1.179,1.219,1.317
2018-10-07T16:00:00.000Z,0.578,1.215,1.348
2018-10-07T16:05:00.000Z,0.481,1.172,1.379
2018-10-07T16:10:00.000Z,0.975,1.143,1.409
2018-10-07T16:15:00.000Z,0.54,1.129,1.439
2018-10-07T16:20:00.000Z,0.346,1.063,1.467
2018-10-07T16:25:00.000Z,0.541,0.968,1.495
2018-10-07T16:30:00.000Z,0.592,0.863,1.522
2018-10-07T16:35:00.000Z,0.355,0.825,1.548
2018-10-07T16:40:00.000Z,0.408,0.802,1.573
2018-10-07T16:45:00.000Z,0.452,0.718,1.598
2018-10-07T16:50:00.000Z,0.661,0.69,1.621
2018-10-07T16:55:00.000Z,0.836,0.678,1.644
2018-10-07T17:00:00.000Z,0.593,0.641,1.666
2018-10-07T17:05:00.000Z,0.501,0.641,1.686
2018-10-07T17:10:00.000Z,0.56,0.625,1.706
2018-10-07T17:15:00.000Z,0.512,0.593,1.725
2018-10-07T17:20:00.000Z,0.535,0.584,1.743
2018-10-07T17:25:00.000Z,0.536,0.583,1.761
2018-10-07T17:30:00.000Z,0.624,0.598,1.777
2018-10-07T17:35:00.000Z,0.545,0.593,1.792
2018-10-07T17:40:00.000Z,0.577,0.597,1.807
2018-10-07T17:45:00.000Z,0.649,0.614,1.82
2018-10-07T17:50:00.000Z,0.74,0.625,1.833
2018-10-07T17:55:00.000Z,0.898,0.631,1.845
2018-10-07T18:00:00.000Z,0.794,0.63,1.855
2018-10-07T18:05:00.000Z,0.905,0.637,1.865
2018-10-07T18:10:00.000Z,0.984,0.666,1.874
2018-10-07T18:15:00.000Z,1.305,0.7,1.882
2018-10-07T18:20:00.000Z,1.388,0.746,1.889
2018-10-07T18:25:00.000Z,0.847,0.823,1.895
2018-10-07T18:30:00.000Z,0.989,0.869,1.9
2018-10-07T18:35:00.000Z,0.773,0.89,1.904
2018-10-07T18:40:00.000Z,0.903,0.912,1.907
2018-10-07T18:45:00.000Z,0.648,0.942,1.909
2018-10-07T18:50:00.000Z,0.611,0.949,1.91
2018-10-07T18:55:00.000Z,1.093,0.941,1.911
2018-10-07T19:00:00.000Z,0.459,0.93,1.91
2018-10-07T19:05:00.000Z,0.462,0.93,1.908
2018-10-07T19:10:00.000Z,0.476,0.901,1.906
2018-10-07T19:15:00.000Z,0.354,0.849,1.902
